timestamp,asset_id,depot,shift,asset_age_months,vibration_g,temperature_c,pressure_psi,acoustic_db,motor_current_a,error_events,constant_sensor,time_to_failure_hours,health_status,fault_type,failure_within_7_days,vibration_roll_mean_6,vibration_rms_6,vibration_peak_to_peak_6,temp_roll_mean_6
2026-01-01 00:00:00,PUMP-001,North,Day,15,1.3056,64.4815,123.4455,69.9614,34.8057,0,1.0,641.33,Healthy,Normal,0,1.3056,1.3056,0.0,64.4815
2026-01-01 06:00:00,PUMP-001,North,Night,15,1.8329,65.2009,121.4905,70.8481,34.6576,1,1.0,658.44,Healthy,Normal,0,1.56925,1.59124381695578,0.5272999999999999,64.8412
2026-01-01 12:00:00,PUMP-001,North,Day,15,1.7601,63.9732,123.042,69.1901,36.7452,0,1.0,638.09,Healthy,Normal,0,1.6328666666666667,1.649450997554439,0.5272999999999999,64.55186666666667
2026-01-01 18:00:00,PUMP-001,North,Night,15,2.0155,63.6278,122.7399,68.1283,36.8624,0,1.0,644.73,Healthy,Normal,0,1.7285249999999999,1.7481637530563319,0.7098999999999998,64.32085000000001
2026-01-02 00:00:00,PUMP-001,North,Day,15,1.3916,65.4224,127.2597,71.2493,35.0683,0,1.0,633.2,Healthy,Normal,0,1.66114,1.682905617674384,0.7098999999999998,64.54116
2026-01-02 06:00:00,PUMP-001,North,Day,15,1.6969,64.6538,127.028,70.1554,36.4048,0,1.0,664.97,Healthy,Normal,0,1.6670999999999998,1.6852460848987802,0.7098999999999998,64.55993333333333
2026-01-02 12:00:00,PUMP-001,North,Night,15,1.5453,63.2094,123.5934,73.4384,34.7878,0,1.0,664.39,Healthy,Normal,0,1.70705,1.7187052748120215,0.6238999999999999,64.34791666666668
2026-01-02 18:00:00,PUMP-001,North,Night,15,1.6593,65.4146,127.1444,71.8247,35.5118,0,1.0,597.41,Healthy,Normal,0,1.6781166666666667,1.6890550124255872,0.6238999999999999,64.38353333333333
2026-01-03 00:00:00,PUMP-001,North,Day,15,1.3104,62.2114,121.2739,71.1435,36.1994,0,1.0,622.25,Healthy,Normal,0,1.6031666666666666,1.6194977184300074,0.7050999999999998,64.0899
2026-01-03 06:00:00,PUMP-001,North,Night,15,1.7426,63.8025,126.2283,68.4776,35.4917,0,1.0,634.7,Healthy,Normal,0,1.5576833333333333,1.5658358614490855,0.4321999999999999,64.11901666666667
2026-01-03 12:00:00,PUMP-001,North,Day,15,1.4555,64.2738,126.3146,71.027,36.9315,0,1.0,610.16,Healthy,Normal,0,1.5683333333333334,1.5754883560344075,0.4321999999999999,63.92758333333333
2026-01-03 18:00:00,PUMP-001,North,Night,15,1.3263,61.7546,119.8222,67.7063,36.5597,1,1.0,562.82,Healthy,Normal,0,1.5065666666666668,1.515067844465499,0.4321999999999999,63.44438333333333
2026-01-04 00:00:00,PUMP-001,North,Night,15,1.7628,62.6788,123.8444,67.8149,35.5254,0,1.0,629.46,Healthy,Normal,0,1.5428166666666667,1.5541393754529653,0.4523999999999999,63.35595
2026-01-04 06:00:00,PUMP-001,North,Day,15,1.5828,63.1819,119.3781,70.1659,35.2587,0,1.0,581.48,Healthy,Normal,0,1.5300666666666667,1.5407830552460438,0.4523999999999999,62.98383333333333
2026-01-04 12:00:00,PUMP-001,North,Night,15,1.5869,62.5171,125.2293,70.506,37.9029,0,1.0,567.44,Healthy,Normal,0,1.57615,1.5835181290405234,0.4364999999999999,63.03478333333334
2026-01-04 18:00:00,PUMP-001,North,Day,15,1.326,63.0998,121.2483,69.1034,34.0726,0,1.0,575.33,Healthy,Normal,0,1.5067166666666667,1.514749661935375,0.43679999999999986,62.91766666666666
2026-01-05 00:00:00,PUMP-001,North,Night,15,1.4472,64.9237,127.6012,74.5925,40.0794,1,1.0,615.17,Healthy,Normal,0,1.5053333333333334,1.5134236474519176,0.43679999999999986,63.02598333333333
2026-01-05 06:00:00,PUMP-001,North,Day,15,1.3937,63.5037,122.3804,69.6762,37.4924,1,1.0,582.86,Healthy,Normal,0,1.5165666666666666,1.5234847565149228,0.43679999999999986,63.3175
2026-01-05 12:00:00,PUMP-001,North,Day,15,1.4525,64.1545,130.9485,70.2996,37.3758,1,1.0,575.16,Healthy,Normal,0,1.46485,1.4678968645650825,0.2608999999999999,63.563449999999996
2026-01-05 18:00:00,PUMP-001,North,Day,15,1.9231,62.7729,127.6025,67.9233,37.3042,0,1.0,549.76,Healthy,Normal,0,1.5215666666666667,1.534133034214004,0.5971,63.49528333333333
2026-01-06 00:00:00,PUMP-001,North,Day,15,1.4221,65.0543,122.946,67.1811,34.2109,1,1.0,536.16,Healthy,Normal,0,1.4940999999999998,1.5069561926833397,0.5971,63.91815
2026-01-06 06:00:00,PUMP-001,North,Night,15,1.6815,66.7102,125.3737,69.0549,37.5488,0,1.0,497.14,Healthy,Normal,0,1.55335,1.5649636870121513,0.5294000000000001,64.51988333333333
2026-01-06 12:00:00,PUMP-001,North,Day,15,1.3196,61.7887,130.5273,73.9644,35.7487,0,1.0,492.93,Healthy,Normal,0,1.5320833333333332,1.546050040695104,0.6034999999999999,63.99738333333334
2026-01-06 18:00:00,PUMP-001,North,Night,15,1.883,62.7488,126.8999,69.0924,35.9928,0,1.0,513.9,Healthy,Normal,0,1.6136333333333333,1.630179626094417,0.6034999999999999,63.871566666666666
2026-01-07 00:00:00,PUMP-001,North,Day,15,1.5563,65.4104,117.2033,69.8879,34.8195,0,1.0,537.08,Healthy,Normal,0,1.6309333333333331,1.646067390277,0.6034999999999999,64.08088333333333
2026-01-07 06:00:00,PUMP-001,North,Night,15,1.7949,61.9718,124.6942,68.8864,35.5413,0,1.0,497.09,Healthy,Normal,0,1.6095666666666668,1.6217572526943318,0.5633999999999999,63.947366666666674
2026-01-07 12:00:00,PUMP-001,North,Night,15,1.6022,63.1067,123.7781,70.5577,36.2472,0,1.0,501.83,Healthy,Normal,0,1.6395833333333334,1.649507802851101,0.5633999999999999,63.62276666666667
2026-01-07 18:00:00,PUMP-001,North,Day,15,1.9931,67.6297,121.5123,69.339,33.9512,0,1.0,490.43,Healthy,Normal,0,1.6915166666666668,1.7063734111657194,0.6735,63.77601666666667
2026-01-08 00:00:00,PUMP-001,North,Day,15,1.4088,63.0739,116.8537,69.6259,34.5126,1,1.0,504.71,Healthy,Normal,0,1.7063833333333334,1.718217806818061,0.5843,63.99021666666667
2026-01-08 06:00:00,PUMP-001,North,Day,15,1.7423,64.0817,118.2561,66.6258,38.9809,0,1.0,512.32,Healthy,Normal,0,1.6829333333333334,1.6932983040996252,0.5843,64.21236666666665
2026-01-08 12:00:00,PUMP-001,North,Night,15,2.1529,62.2505,123.2583,70.7856,38.4202,0,1.0,485.89,Healthy,Normal,0,1.7823666666666664,1.7989100218372978,0.7440999999999998,63.68571666666667
2026-01-08 18:00:00,PUMP-001,North,Night,15,1.7083,63.6823,124.1022,66.8377,35.6666,0,1.0,468.43,Healthy,Normal,0,1.7679333333333334,1.784800945016932,0.7440999999999998,63.970800000000004
2026-01-09 00:00:00,PUMP-001,North,Day,15,1.6249,66.0742,125.1435,70.809,36.0744,1,1.0,460.4,Healthy,Normal,0,1.7717166666666666,1.7882179979894324,0.7440999999999998,64.46538333333332
2026-01-09 06:00:00,PUMP-001,North,Day,15,2.0465,68.0191,130.248,70.8874,34.9317,0,1.0,455.73,Healthy,Normal,0,1.7806166666666663,1.7982424887465351,0.7440999999999998,64.53028333333334
2026-01-09 12:00:00,PUMP-001,North,Day,15,1.7544,64.7243,126.3125,65.9875,37.2984,2,1.0,449.67,Warning,Normal,0,1.8382166666666666,1.8482089623019722,0.5279999999999998,64.80534999999999
2026-01-09 18:00:00,PUMP-001,North,Night,15,1.5774,64.1731,123.6768,70.3509,38.0601,0,1.0,455.68,Healthy,Normal,0,1.8107333333333333,1.8233595220544594,0.5754999999999999,64.82058333333335
2026-01-10 00:00:00,PUMP-001,North,Night,15,1.6833,63.6899,118.2598,70.7544,38.4183,0,1.0,423.27,Healthy,Normal,0,1.7324666666666666,1.7390783076100973,0.4691000000000001,65.06048333333332
2026-01-10 06:00:00,PUMP-001,North,Day,15,1.529,62.3561,123.3799,72.9901,36.8157,0,1.0,409.74,Healthy,Normal,0,1.7025833333333331,1.711038294428269,0.5175000000000001,64.83945
2026-01-10 12:00:00,PUMP-001,North,Day,15,1.8539,65.0415,127.5647,69.3179,36.0932,0,1.0,408.25,Healthy,Normal,0,1.74075,1.7494073982351852,0.5175000000000001,64.66733333333333
2026-01-10 18:00:00,PUMP-001,North,Day,15,1.6808,63.9082,128.8004,71.727,38.5489,0,1.0,463.73,Healthy,Normal,0,1.6798,1.683225270128749,0.3249000000000002,63.98218333333333
2026-01-11 00:00:00,PUMP-001,North,Day,15,1.329,63.3184,130.0244,71.4663,35.0215,1,1.0,449.2,Healthy,Normal,0,1.6089000000000002,1.6169830704123034,0.5249000000000001,63.747866666666674
2026-01-11 06:00:00,PUMP-001,North,Day,15,1.5962,66.3309,126.7755,64.73,36.4261,0,1.0,404.07,Healthy,Normal,0,1.6120333333333334,1.620054998037618,0.5249000000000001,64.1075
2026-01-11 12:00:00,PUMP-001,North,Day,15,1.1686,63.1874,126.7112,66.3623,38.0663,0,1.0,387.68,Healthy,Normal,0,1.52625,1.542703052545542,0.6853,64.02375
2026-01-11 18:00:00,PUMP-001,North,Night,15,1.7765,66.2826,125.4223,70.5391,36.3785,0,1.0,405.54,Healthy,Normal,0,1.5675000000000001,1.5862801087239708,0.6853,64.67816666666666
2026-01-12 00:00:00,PUMP-001,North,Day,15,1.609,66.051,120.7732,69.7125,38.074,0,1.0,415.73,Healthy,Normal,0,1.5266833333333334,1.5410842119538224,0.6078999999999999,64.84641666666667
2026-01-12 06:00:00,PUMP-001,North,Night,15,1.782,64.3799,129.3682,71.9706,37.1785,0,1.0,334.14,Healthy,Normal,0,1.54355,1.5599187291864491,0.6134,64.92503333333333
2026-01-12 12:00:00,PUMP-001,North,Night,15,1.2694,67.247,122.9362,70.2481,37.8334,1,1.0,422.43,Healthy,Normal,0,1.5336166666666669,1.5516235588354972,0.6134,65.57979999999999
2026-01-12 18:00:00,PUMP-001,North,Day,15,1.6191,65.1949,125.5785,66.7506,32.7659,1,1.0,366.97,Healthy,Normal,0,1.5374333333333334,1.5555730123226832,0.6134,65.39046666666667
2026-01-13 00:00:00,PUMP-001,North,Day,15,1.5649,65.6196,125.4091,71.2191,35.0135,0,1.0,367.28,Healthy,Normal,0,1.6034833333333334,1.6125616489507204,0.5126,65.79583333333333
2026-01-13 06:00:00,PUMP-001,North,Day,15,1.4691,65.1895,123.6269,69.7297,37.1613,0,1.0,397.12,Healthy,Normal,0,1.5522500000000001,1.5601513275961407,0.5126,65.61364999999999
2026-01-13 12:00:00,PUMP-001,North,Day,15,1.12,63.0305,127.2819,69.3448,36.2769,0,1.0,328.14,Healthy,Normal,0,1.47075,1.487164639507005,0.6619999999999999,65.11023333333334
2026-01-13 18:00:00,PUMP-001,North,Day,15,1.4015,66.6878,124.9156,68.074,35.1678,0,1.0,375.32,Healthy,Normal,0,1.4073333333333335,1.4176641727386168,0.4990999999999999,65.49488333333333
2026-01-14 00:00:00,PUMP-001,North,Day,15,1.6846,67.3487,119.6081,70.9035,34.5432,0,1.0,351.15,Healthy,Normal,0,1.4765333333333333,1.4880149551219795,0.5646,65.51183333333334
2026-01-14 06:00:00,PUMP-001,North,Night,15,1.7971,63.2704,122.6619,67.5396,35.084,1,1.0,334.11,Healthy,Normal,0,1.5062,1.5216884613262116,0.6770999999999998,65.19108333333334
2026-01-14 12:00:00,PUMP-001,North,Day,15,1.7777,63.6343,119.2673,72.4546,35.5359,1,1.0,339.15,Healthy,Normal,0,1.5416666666666667,1.560155970835395,0.6770999999999998,64.8602
2026-01-14 18:00:00,PUMP-001,North,Day,15,1.8912,67.9899,124.8337,70.3684,37.5067,0,1.0,322.01,Healthy,Normal,0,1.6120166666666667,1.6341614847784578,0.7711999999999999,65.32693333333333
2026-01-15 00:00:00,PUMP-001,North,Night,15,1.6865,62.8593,118.8615,65.2321,34.4357,0,1.0,331.04,Healthy,Normal,0,1.7064333333333332,1.7133196238102608,0.4897,65.2984
2026-01-15 06:00:00,PUMP-001,North,Day,15,1.7391,62.5196,125.8357,69.0637,35.6019,0,1.0,303.14,Healthy,Normal,0,1.7627,1.7641358299934466,0.2065999999999999,64.6037
2026-01-15 12:00:00,PUMP-001,North,Night,15,1.8215,62.3039,124.6068,75.9746,36.3123,1,1.0,298.06,Healthy,Normal,0,1.7855166666666664,1.786665257306658,0.20469999999999988,63.7629
2026-01-15 18:00:00,PUMP-001,North,Day,15,1.5093,62.8483,126.133,68.0415,36.9318,1,1.0,312.87,Healthy,Normal,0,1.73755,1.7417163244914482,0.3818999999999999,63.692550000000004
2026-01-16 00:00:00,PUMP-001,North,Day,15,1.4844,65.9353,117.9909,69.2281,33.2129,1,1.0,278.52,Healthy,Normal,0,1.6886666666666665,1.6953210413763327,0.40680000000000005,64.07605
2026-01-16 06:00:00,PUMP-001,North,Night,15,5.166479999999999,59.0232,122.6274,75.567,36.6088,0,1.0,282.84,Healthy,Normal,0,2.2345466666666667,2.5935997747789328,3.682079999999999,62.5816
2026-01-16 12:00:00,PUMP-001,North,Night,15,1.5765,64.5384,124.274,71.8189,36.4825,0,1.0,304.52,Healthy,Normal,0,2.216213333333333,2.582041464629618,3.682079999999999,62.86145
2026-01-16 18:00:00,PUMP-001,North,Night,15,1.9232,62.6131,121.3882,73.0723,35.7321,0,1.0,292.62,Healthy,Normal,0,2.2468966666666668,2.6037107551979215,3.682079999999999,62.87703333333334
2026-01-17 00:00:00,PUMP-001,North,Day,15,1.5637,64.7162,130.2169,69.1679,34.6824,1,1.0,313.58,Healthy,Normal,0,2.20393,2.575627872331974,3.682079999999999,63.279083333333325
2026-01-17 06:00:00,PUMP-001,North,Day,15,1.443,66.3174,115.9646,68.1909,33.6389,1,1.0,274.3,Healthy,Normal,0,2.1928799999999997,2.5692870648748714,3.723479999999999,63.85726666666667
2026-01-17 12:00:00,PUMP-001,North,Night,15,1.6014,64.7255,120.9532,71.6258,36.9277,1,1.0,256.89,Healthy,Normal,0,2.21238,2.580970577463705,3.723479999999999,63.655633333333334
2026-01-17 18:00:00,PUMP-001,North,Night,15,1.6143,63.8066,121.8713,67.6258,34.2577,0,1.0,270.33,Healthy,Normal,0,1.6203500000000002,1.626955419897341,0.48019999999999996,64.45286666666668
2026-01-18 00:00:00,PUMP-001,North,Day,15,1.5273,64.8531,124.7681,68.2393,37.2603,0,1.0,255.83,Healthy,Normal,0,1.61215,1.619114813202984,0.48019999999999996,64.50531666666667
2026-01-18 06:00:00,PUMP-001,North,Night,15,1.7287,64.6977,119.3707,69.8436,36.3669,1,1.0,280.92,Healthy,Normal,0,1.5797333333333334,1.5821347456311468,0.28569999999999984,64.85275
2026-01-18 12:00:00,PUMP-001,North,Night,15,1.8546,63.9048,125.8924,64.4572,34.3811,1,1.0,222.85,Healthy,Normal,0,1.6282166666666666,1.6336709985999833,0.41159999999999997,64.71751666666667
2026-01-18 18:00:00,PUMP-001,North,Night,15,1.4182,62.8519,125.4316,73.7056,34.2887,0,1.0,190.29,Healthy,Normal,0,1.6240833333333333,1.6300474343813842,0.4364000000000001,64.13993333333333
2026-01-19 00:00:00,PUMP-001,North,Night,15,1.5537,61.3862,119.9721,69.0257,35.2712,1,1.0,270.6,Healthy,Normal,0,1.6161333333333332,1.6223352284079062,0.4364000000000001,63.58338333333333
